CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
800,France,Male,30 - 39,1,166115,1,yes,no,67208,no
800,France,Female,30 - 39,6,81070,2,yes,no,80985,no
700,France,Male,30 - 39,4,0,1,yes,yes,167573,no
600,France,Female,50 - 59,0,123835,2,no,yes,160110,no
600,France,Male,50 - 59,10,123401,2,yes,yes,127825,no
500,Germany,Male,40 - 49,4,169377,1,yes,yes,123535,no
600,France,Male,30 - 39,2,130015,1,yes,yes,41595,no
600,France,Male,30 - 39,4,0,2,no,yes,97628,no
600,France,Male,30 - 39,8,133936,2,yes,no,91359,no
600,France,Male,30 - 39,6,114543,1,yes,yes,97755,no
700,France,Female,30 - 39,3,119794,1,no,no,182528,no
700,France,Male,30 - 39,9,0,2,yes,yes,142956,no
500,Spain,Male,40 - 49,4,0,1,yes,no,10789,no
600,France,Female,18 - 29,8,0,2,no,yes,130461,no
600,Germany,Female,30 - 39,8,157138,3,yes,no,190994,yes
600,Spain,Male,40 - 49,3,0,2,yes,yes,159463,no
500,Germany,Female,40 - 49,10,136733,1,yes,yes,57589,no
700,Germany,Female,18 - 29,9,82498,2,no,no,40437,no
600,Spain,Male,30 - 39,3,151914,1,no,no,56459,no
700,France,Male,40 - 49,0,80090,1,yes,no,39920,yes
500,Spain,Male,50 - 59,3,83739,1,no,yes,148798,no
600,France,Female,30 - 39,2,181166,1,yes,yes,63737,yes
700,France,Male,30 - 39,3,130588,1,yes,yes,154997,no
500,France,Male,40 - 49,6,0,2,yes,no,34777,no
600,Germany,Male,30 - 39,6,94126,1,no,no,93718,no
700,France,Male,30 - 39,9,0,2,yes,no,133112,no
600,France,Male,30 - 39,7,148045,1,yes,no,175479,yes
700,France,Male,30 - 39,2,0,2,yes,no,96,no
700,Spain,Male,30 - 39,3,0,2,yes,no,30804,no
700,France,Female,40 - 49,6,168165,1,no,yes,197193,no
500,Germany,Female,18 - 29,10,72835,2,yes,no,96792,no
600,France,Male,40 - 49,3,0,2,yes,no,132719,no
600,Germany,Male,30 - 39,3,123212,2,yes,yes,112157,no
600,Spain,Male,30 - 39,0,0,2,yes,yes,38015,no
600,Spain,Female,30 - 39,6,0,2,yes,yes,164018,no
600,France,Male,40 - 49,6,119501,2,yes,no,46774,no
700,Germany,Female,30 - 39,5,144550,2,yes,yes,189664,no
600,Germany,Male,30 - 39,3,126729,1,yes,yes,26106,yes
800,Germany,Male,30 - 39,5,119984,1,yes,no,191535,yes
500,France,Male,30 - 39,4,0,1,yes,no,158937,no
700,Spain,Female,50 - 59,2,0,1,yes,yes,25222,yes
600,Spain,Male,40 - 49,9,121490,1,yes,yes,29296,no
600,Spain,Male,40 - 49,5,91897,1,yes,no,54394,no
600,Spain,Male,30 - 39,2,139443,2,yes,no,9234,no
600,Germany,Male,30 - 39,5,144961,1,no,yes,26796,no
600,Germany,Male,40 - 49,3,126041,1,no,yes,11796,no
600,Germany,Male,18 - 29,1,69459,2,yes,yes,128461,no
600,France,Male,30 - 39,7,198338,2,yes,yes,14278,no
700,France,Male,30 - 39,0,0,2,yes,no,46811,no
500,Germany,Male,30 - 39,2,109196,3,yes,no,109393,yes
600,Spain,Female,30 - 39,3,134168,3,yes,no,3966,yes
500,France,Male,30 - 39,6,0,1,yes,yes,63173,no
600,France,Male,18 - 29,8,0,1,yes,no,66367,no
500,Spain,Female,30 - 39,9,0,2,yes,yes,16274,no
600,France,Male,40 - 49,2,0,2,yes,yes,180553,no
500,Germany,Male,60 - 69,4,120100,1,yes,no,107563,yes
500,France,Female,60 - 69,5,0,1,yes,yes,100941,no
600,Spain,Female,50 - 59,5,0,2,yes,no,110230,no
600,Spain,Male,18 - 29,8,0,2,no,no,142331,no
600,Spain,Male,30 - 39,2,0,2,yes,no,199099,no
400,Spain,Male,60 - 69,5,0,2,yes,yes,85890,no
500,France,Male,30 - 39,3,0,1,no,no,143938,no
600,Spain,Female,30 - 39,8,0,2,no,yes,131644,no
500,Spain,Female,30 - 39,9,0,2,yes,no,112395,no
400,Germany,Male,30 - 39,2,135559,2,yes,yes,71856,no
800,Germany,Female,18 - 29,2,150355,2,yes,yes,35770,no
700,France,Female,30 - 39,1,0,2,yes,yes,124364,no
500,France,Female,30 - 39,6,133489,2,yes,yes,78101,no
700,Germany,Female,30 - 39,9,105489,1,no,no,143096,yes
700,Germany,Male,18 - 29,10,60205,2,yes,no,14073,no
500,France,Male,30 - 39,5,0,2,yes,no,47388,no
500,Spain,Male,18 - 29,6,0,2,no,no,72306,no
600,Spain,Male,50 - 59,7,0,1,yes,no,184839,yes
600,France,Male,40 - 49,6,0,1,yes,yes,47886,no
600,France,Male,30 - 39,4,0,1,no,yes,130474,no
500,Spain,Male,30 - 39,9,0,3,no,yes,73181,yes
600,France,Female,40 - 49,6,112333,1,yes,yes,65706,no
600,Germany,Female,50 - 59,7,116936,1,yes,yes,104379,no
500,Germany,Female,50 - 59,5,117721,1,no,yes,192146,yes
700,France,Male,30 - 39,7,165896,2,yes,yes,66977,no
700,Spain,Female,40 - 49,9,153656,1,yes,no,158742,no
700,France,Female,50 - 59,1,94164,1,yes,yes,189414,no
500,Spain,Male,30 - 39,1,0,2,yes,no,159130,no
600,France,Male,40 - 49,0,191808,1,no,no,97640,no
600,France,Male,50 - 59,5,152199,1,yes,yes,86022,no
400,Germany,Female,50 - 59,8,125396,1,yes,no,10014,yes
600,Germany,Male,40 - 49,7,104405,3,yes,no,17384,no
500,France,Female,18 - 29,1,133801,1,yes,yes,143315,no
600,Spain,Female,40 - 49,4,0,3,yes,no,31669,no
700,France,Female,18 - 29,5,0,2,no,no,12761,no
600,Germany,Male,40 - 49,6,100047,1,yes,no,93429,no
700,France,Female,30 - 39,1,109848,1,yes,yes,42012,no
600,France,Female,30 - 39,7,127849,1,yes,no,15798,no
500,Spain,Female,40 - 49,3,0,2,yes,yes,56408,no
500,France,Female,18 - 29,8,95947,1,yes,no,4696,no
800,Spain,Male,18 - 29,2,0,2,yes,yes,25042,no
600,France,Male,40 - 49,4,137638,1,yes,no,130442,yes
600,France,Male,30 - 39,10,0,1,yes,yes,136521,no
700,Spain,Male,40 - 49,7,0,2,yes,yes,199108,no
500,France,Male,30 - 39,6,0,2,no,no,124596,no
500,France,Female,40 - 49,4,0,2,no,no,134394,no
600,France,Male,30 - 39,10,89416,1,no,no,144275,no
500,Spain,Male,40 - 49,6,0,2,yes,yes,123410,no
600,Spain,Female,40 - 49,1,0,1,yes,no,143298,no
500,France,Female,60 - 69,7,143262,1,yes,yes,129562,no
600,Spain,Female,30 - 39,7,119656,2,yes,yes,4595,no
600,France,Male,18 - 29,4,132954,1,yes,yes,146715,no
600,Germany,Female,40 - 49,3,105206,2,yes,yes,163558,no
500,Spain,Male,18 - 29,4,0,2,no,no,6947,no
600,Spain,Female,30 - 39,9,83061,2,yes,no,9170,no
600,France,Male,40 - 49,5,147650,1,yes,yes,199674,no
600,France,Male,40 - 49,5,73348,1,yes,no,157166,yes
800,France,Male,18 - 29,2,0,2,yes,no,46072,no
700,France,Female,30 - 39,2,0,2,no,no,3524,no
500,Spain,Female,18 - 29,1,116320,1,no,yes,45563,no
500,France,Male,30 - 39,3,0,2,no,yes,59103,no
500,France,Female,18 - 29,8,0,2,yes,yes,189558,no
700,France,Female,30 - 39,7,0,2,no,no,45779,no
500,France,Male,60 - 69,8,66250,1,yes,yes,21859,no
400,Germany,Female,18 - 29,2,95675,2,no,no,162699,yes
600,Germany,Male,40 - 49,2,92616,2,yes,no,8567,no
700,Spain,Female,40 - 49,4,0,1,yes,no,132943,no
600,Spain,Female,30 - 39,6,0,1,yes,yes,12916,yes
700,Spain,Female,30 - 39,8,100565,1,yes,yes,128799,no
700,Spain,Female,40 - 49,5,190305,1,yes,no,99347,yes
500,Germany,Female,30 - 39,9,118536,1,yes,no,40980,yes
600,France,Male,18 - 29,5,127649,1,yes,yes,40368,no
500,France,Male,30 - 39,7,165358,1,no,yes,94738,no
600,Spain,Male,18 - 29,6,0,2,yes,yes,88842,no
600,Germany,Female,30 - 39,10,78249,1,yes,no,136934,no
500,Germany,Female,60 - 69,0,125193,1,yes,yes,109356,no
600,France,Female,18 - 29,9,0,2,no,no,199635,no
600,Germany,Female,40 - 49,2,154007,1,yes,no,158408,no
600,Spain,Female,40 - 49,3,133214,2,yes,yes,95936,no
600,Spain,Male,60 - 69,1,146202,1,yes,yes,126688,yes
600,France,Female,18 - 29,9,0,2,yes,no,150850,no
400,France,Male,30 - 39,0,90963,1,no,yes,27802,no
700,Spain,Male,40 - 49,9,0,1,yes,no,32430,yes
500,France,Female,50 - 59,2,0,1,yes,no,137332,yes
700,Spain,Male,60 - 69,4,114386,1,yes,yes,28601,no
400,France,Female,18 - 29,5,0,2,yes,no,108411,no
700,France,Female,40 - 49,7,0,2,no,yes,122518,no
800,France,Female,30 - 39,2,0,2,yes,no,9015,no
600,Spain,Male,70 - 79,4,137260,1,no,yes,94433,yes
500,France,Male,30 - 39,9,111060,2,yes,no,110371,no
600,Spain,Male,60 - 69,7,124447,1,yes,yes,141364,yes
600,France,Female,30 - 39,8,0,2,yes,yes,16245,no
600,France,Male,40 - 49,7,0,1,no,yes,108348,yes
600,Germany,Male,30 - 39,7,135310,2,no,yes,171668,no
400,France,Male,30 - 39,8,0,2,yes,no,67364,no
700,France,Female,70 - 79,6,0,2,no,yes,107867,no
600,France,Male,18 - 29,5,0,2,yes,no,194310,no
600,Spain,Male,30 - 39,5,139393,2,no,no,33950,no
500,Spain,Male,18 - 29,8,0,2,no,no,197588,no
700,France,Female,18 - 29,3,104258,1,yes,yes,428,no
700,France,Female,18 - 29,6,0,2,no,yes,34948,no
600,Germany,Male,30 - 39,9,113447,1,yes,no,82084,no
600,France,Male,30 - 39,9,0,2,yes,no,64804,no
700,Germany,Female,30 - 39,4,111063,2,yes,no,83556,no
700,Germany,Female,30 - 39,6,161378,1,no,no,71926,yes
500,Spain,Female,30 - 39,2,82766,1,yes,yes,122925,no
600,Spain,Male,18 - 29,9,0,2,yes,no,13133,no
600,France,Female,60 - 69,1,104267,1,yes,no,62845,yes
700,France,Female,18 - 29,3,91718,1,no,no,28411,no
700,Spain,Female,40 - 49,3,63488,1,no,yes,28640,yes
600,Spain,Female,40 - 49,6,12459,1,no,no,156787,yes
500,Germany,Female,30 - 39,6,159863,2,no,yes,125307,no
400,Germany,Male,18 - 29,6,104592,2,yes,no,131736,no
700,Spain,Female,50 - 59,4,132088,1,yes,yes,128262,no
500,Spain,Female,30 - 39,4,0,2,yes,no,91366,no
700,Spain,Male,40 - 49,5,120654,1,yes,no,82290,no
500,France,Female,30 - 39,6,0,2,yes,no,66190,no
600,France,Female,30 - 39,4,83772,1,no,yes,23920,no
600,France,Female,30 - 39,6,172325,1,no,yes,45438,no
700,France,Male,40 - 49,7,117685,2,yes,yes,93360,no
600,France,Male,40 - 49,7,0,2,no,yes,14496,no
500,France,Male,30 - 39,5,0,2,no,no,168521,no
600,Spain,Female,60 - 69,9,0,2,yes,yes,103318,no
600,France,Male,30 - 39,6,135871,1,yes,yes,87219,no
400,France,Male,40 - 49,3,0,4,yes,yes,197490,yes
600,Germany,Female,40 - 49,4,128504,1,yes,no,126812,yes
500,France,Male,30 - 39,7,0,2,yes,no,94283,no
500,France,Female,40 - 49,8,56228,1,yes,no,46857,no
700,Germany,Female,40 - 49,6,98792,1,yes,no,81491,yes
600,Germany,Male,40 - 49,5,181768,2,yes,yes,129107,no
600,Spain,Female,40 - 49,9,101198,1,yes,yes,49732,no
700,France,Male,18 - 29,9,0,2,no,yes,88728,no
600,France,Female,60 - 69,3,0,2,yes,yes,86981,no
600,France,Female,30 - 39,9,0,1,yes,no,3740,no
700,France,Male,30 - 39,5,139064,2,no,no,67949,no
600,France,Female,30 - 39,2,104508,1,yes,yes,147636,no
600,Germany,Male,30 - 39,9,113948,1,yes,no,188891,yes
500,France,Male,40 - 49,10,0,2,no,yes,25482,no
500,France,Female,30 - 39,10,0,2,yes,yes,18391,no
800,France,Male,30 - 39,9,0,2,no,yes,140168,no
600,Germany,Male,30 - 39,1,117524,2,no,yes,161064,no
600,France,Female,30 - 39,5,160389,1,no,yes,183542,no
600,France,Female,30 - 39,7,0,2,yes,no,194238,no
600,France,Male,18 - 29,1,125547,1,no,no,7900,no
500,Spain,Male,40 - 49,6,92783,1,yes,yes,51424,no
600,Germany,Male,40 - 49,5,97036,2,yes,no,152450,yes
600,France,Male,30 - 39,3,0,2,no,no,55816,no
600,France,Female,18 - 29,6,0,2,yes,yes,32909,no
600,Spain,Male,40 - 49,5,102145,1,yes,yes,100637,no
500,France,Female,30 - 39,1,113452,1,no,no,142911,no
600,Spain,Female,40 - 49,8,155681,1,yes,no,26287,no
500,Germany,Male,30 - 39,8,127475,1,no,no,60775,yes
700,France,Male,40 - 49,10,0,2,yes,yes,146257,no
400,France,Male,40 - 49,10,112751,1,yes,yes,28332,no
500,France,Female,18 - 29,4,0,2,yes,yes,100919,no
600,France,Male,40 - 49,7,144889,1,yes,yes,102591,yes
500,Spain,Male,40 - 49,8,0,2,yes,yes,25554,no
800,France,Female,18 - 29,7,150126,1,yes,no,152107,yes
700,France,Male,50 - 59,8,69712,1,yes,yes,69381,no
500,Spain,Female,40 - 49,4,0,2,no,yes,101728,no
500,France,Male,30 - 39,3,0,2,no,no,89040,no
600,Germany,Female,30 - 39,2,117438,2,yes,yes,16910,no
600,France,Male,30 - 39,8,119315,1,yes,no,150468,no
700,France,Female,30 - 39,1,89571,1,yes,yes,177613,no
600,Germany,Female,30 - 39,8,102251,1,yes,no,120672,no
700,France,Male,40 - 49,9,118546,1,no,yes,77142,no
800,France,Male,60 - 69,2,0,1,no,yes,127804,yes
600,Spain,Male,30 - 39,0,103257,1,no,no,158344,no
700,Spain,Female,40 - 49,1,124209,1,yes,yes,167179,no
600,Spain,Male,30 - 39,3,0,2,yes,yes,15404,no
800,Spain,Female,40 - 49,7,150302,1,yes,yes,156036,no
500,Spain,Male,30 - 39,8,108653,1,no,yes,144725,no
600,France,Female,40 - 49,8,85325,1,no,no,22558,no
800,France,Female,18 - 29,8,0,2,no,no,147342,no
700,Germany,Male,30 - 39,9,135776,3,yes,no,85470,yes
600,France,Male,40 - 49,6,131411,1,yes,yes,194656,no
700,Spain,Female,30 - 39,3,0,2,yes,yes,48505,no
700,Spain,Female,40 - 49,6,0,2,no,no,101491,no
700,Germany,Female,40 - 49,9,106431,2,yes,yes,164117,no
700,France,Male,50 - 59,9,90305,1,yes,yes,124626,no
600,Germany,Male,18 - 29,7,117466,2,yes,yes,34490,no
600,France,Male,30 - 39,3,148884,2,yes,yes,90967,no
600,Germany,Female,40 - 49,4,91115,2,no,no,24208,yes
600,Germany,Female,30 - 39,8,77373,2,no,yes,174873,no
500,Spain,Male,18 - 29,7,104744,1,yes,no,170262,no
700,France,Female,30 - 39,3,0,2,yes,yes,112289,no
700,Germany,Male,30 - 39,5,91538,1,yes,yes,93783,no
700,France,Female,30 - 39,6,0,2,yes,yes,150026,no
700,France,Female,30 - 39,0,185734,1,yes,yes,102036,no
500,France,Male,30 - 39,3,143396,2,yes,yes,898,no
500,France,Male,40 - 49,5,125909,1,yes,yes,95124,no
500,France,Female,40 - 49,2,0,2,no,no,11514,no
600,France,Male,30 - 39,2,154525,1,no,yes,27468,no
500,France,Female,18 - 29,0,0,1,yes,no,37092,no
600,France,Male,50 - 59,8,100654,1,yes,no,171587,no
600,Spain,Male,40 - 49,1,83325,1,no,yes,80828,no
600,France,Male,30 - 39,8,110934,1,yes,no,169287,no
500,Spain,Female,30 - 39,8,113680,1,no,no,13197,no
700,Germany,Male,30 - 39,1,117020,2,yes,no,54439,no
600,France,Female,40 - 49,9,145359,1,yes,no,38186,no
500,Germany,Female,30 - 39,8,151391,1,yes,no,27274,yes
600,Spain,Male,60 - 69,8,123935,1,yes,yes,65758,no
500,France,Female,30 - 39,0,0,2,yes,no,97767,no
600,Spain,Male,40 - 49,2,70291,1,yes,yes,115468,yes
600,Germany,Female,40 - 49,10,166031,1,yes,no,98293,no
600,Germany,Male,30 - 39,6,96643,1,no,no,182059,no
600,Spain,Female,30 - 39,8,0,2,no,yes,128538,no
600,France,Male,70 - 79,7,0,2,yes,yes,108841,no
600,France,Male,18 - 29,2,0,2,yes,yes,18581,no
700,France,Male,40 - 49,4,0,2,no,yes,146821,no
500,France,Male,40 - 49,5,0,2,no,no,100727,no
700,Germany,Male,18 - 29,4,97268,2,yes,no,39356,no
600,France,Female,40 - 49,10,0,2,no,no,169921,yes
600,Germany,Female,50 - 59,1,76296,1,yes,no,42364,yes
400,Spain,Male,18 - 29,7,0,2,yes,no,28823,no
800,Germany,Female,40 - 49,6,64497,3,no,yes,182436,yes
500,France,Male,30 - 39,5,0,1,yes,no,115700,no
700,Spain,Female,30 - 39,8,0,2,yes,no,16725,no
600,France,Male,50 - 59,5,0,2,yes,yes,56875,no
700,France,Male,30 - 39,8,0,2,yes,no,56214,no
500,Spain,Female,40 - 49,4,0,2,yes,yes,193412,no
600,France,Male,30 - 39,10,0,2,no,no,83263,no
700,Spain,Male,50 - 59,0,134249,1,no,yes,13404,no
600,France,Female,40 - 49,3,0,1,yes,yes,184474,yes
500,France,Male,30 - 39,9,105443,1,yes,yes,121124,no
500,Spain,Female,50 - 59,1,0,1,no,yes,152567,yes
400,France,Male,30 - 39,10,0,2,yes,no,10722,no
500,Spain,Male,30 - 39,2,0,2,no,no,58010,no
600,Germany,Female,30 - 39,5,86147,2,yes,no,163440,yes
500,Spain,Female,30 - 39,1,96939,1,yes,yes,102606,no
600,Spain,Male,40 - 49,1,106758,1,yes,yes,80591,no
600,France,Female,30 - 39,9,112528,2,yes,no,177362,no
600,France,Male,60 - 69,2,116563,1,yes,no,120257,yes
800,France,Male,30 - 39,4,0,1,yes,yes,180622,no
400,Spain,Female,40 - 49,7,0,2,no,no,130404,no
500,Spain,Female,30 - 39,6,141786,1,no,yes,147797,no
800,France,Male,40 - 49,3,136416,1,no,yes,57844,no
500,France,Male,30 - 39,5,0,2,yes,no,162523,no
600,Germany,Female,40 - 49,1,133245,2,yes,yes,54495,no
800,Germany,Female,40 - 49,4,90757,2,no,yes,169183,no
500,France,Male,40 - 49,1,92350,1,no,yes,80262,no
600,Germany,Male,60 - 69,9,78778,1,no,yes,8751,no
500,Germany,Female,30 - 39,6,102143,2,yes,yes,102628,no
500,France,Male,18 - 29,5,0,1,yes,yes,94823,no
700,Germany,Male,30 - 39,4,98459,1,no,no,90821,no
600,Germany,Female,40 - 49,7,114603,2,yes,no,153194,yes
600,Spain,Male,30 - 39,2,0,2,yes,no,87310,no
700,Germany,Female,50 - 59,7,148074,1,yes,no,146411,yes
600,Spain,Male,30 - 39,1,0,3,yes,yes,74048,yes
600,Spain,Female,60 - 69,8,108004,1,yes,yes,23386,yes
500,Germany,Female,18 - 29,0,107712,2,yes,yes,92898,no
600,Spain,Male,30 - 39,9,0,2,yes,yes,45956,no
700,Spain,Female,30 - 39,8,0,3,yes,no,71738,no
500,France,Male,30 - 39,9,145303,1,yes,no,103560,no
600,Germany,Male,30 - 39,4,138476,2,yes,yes,52367,no
600,France,Female,18 - 29,8,127471,1,yes,yes,152916,yes
700,France,Male,18 - 29,6,156551,1,no,yes,4410,no
600,Germany,Female,40 - 49,9,97092,1,yes,no,74771,yes
700,France,Male,30 - 39,2,0,2,yes,no,193817,yes
600,Spain,Male,30 - 39,5,129312,1,yes,yes,26793,no
600,Germany,Female,18 - 29,10,100315,2,yes,yes,32526,no
800,France,Female,30 - 39,6,81684,1,yes,no,824,no
600,Spain,Male,50 - 59,3,88827,1,no,no,85250,yes
500,Germany,Male,40 - 49,0,152092,2,yes,yes,83508,no
600,Spain,Male,70 - 79,4,0,2,yes,yes,173599,no
600,France,Female,40 - 49,1,0,1,yes,no,79342,yes
600,Spain,Female,30 - 39,9,102406,1,no,yes,57600,no
700,France,Male,18 - 29,4,109130,2,yes,yes,56191,no
600,France,Male,18 - 29,5,0,2,yes,yes,6770,no
500,Germany,Male,30 - 39,9,75242,1,no,yes,101694,no
500,Spain,Male,18 - 29,1,0,2,yes,no,69113,no
500,France,Female,40 - 49,4,0,1,no,no,172674,yes
700,Germany,Male,30 - 39,0,129142,2,yes,yes,26606,no
600,France,Male,50 - 59,2,0,1,no,no,53353,no
600,Germany,Female,18 - 29,6,139129,1,yes,yes,63747,no
500,Spain,Male,30 - 39,3,0,2,no,yes,190112,no
500,Spain,Male,18 - 29,3,66483,1,no,yes,110317,no
500,Germany,Male,40 - 49,5,62389,3,yes,no,148623,yes
400,France,Female,30 - 39,5,0,2,yes,yes,125253,no
400,France,Male,40 - 49,1,91857,1,yes,no,101954,yes
500,Spain,Male,30 - 39,6,0,2,yes,no,168462,no
500,France,Female,50 - 59,7,0,1,yes,no,26215,yes
500,France,Female,30 - 39,10,176173,1,yes,no,97045,yes
700,Spain,Male,30 - 39,7,0,1,no,yes,53534,no
400,France,Female,30 - 39,4,131834,2,yes,no,8949,no
500,France,Male,40 - 49,3,92347,1,yes,yes,163116,no
600,France,Male,40 - 49,4,0,2,yes,yes,140745,no
700,France,Male,40 - 49,3,95297,1,no,no,171515,no
700,France,Female,30 - 39,9,0,2,no,no,150803,no
600,France,Male,30 - 39,4,0,1,yes,no,76884,no
700,France,Female,50 - 59,8,123845,2,no,yes,170454,yes
600,Germany,Male,60 - 69,3,143426,2,yes,yes,143104,no
700,France,Male,40 - 49,5,0,1,yes,yes,55701,no
500,Germany,Male,30 - 39,2,112708,1,no,yes,186370,no
600,France,Male,40 - 49,2,100013,1,yes,no,24275,no
400,France,Female,30 - 39,2,208165,1,no,no,50774,yes
600,Spain,Male,18 - 29,7,0,2,no,yes,154279,no
500,France,Female,40 - 49,9,0,1,yes,no,68462,yes
500,France,Male,18 - 29,2,0,2,yes,yes,91036,no
500,France,Female,30 - 39,6,121685,2,yes,yes,83681,no
700,France,Male,30 - 39,2,111525,1,yes,no,199484,no
400,France,Male,18 - 29,6,0,2,no,no,152491,no
600,Germany,Male,30 - 39,10,113546,1,yes,yes,134875,no
600,France,Male,40 - 49,6,95696,2,yes,yes,184366,no
500,France,Male,18 - 29,0,88963,2,yes,yes,189839,no
700,Spain,Male,30 - 39,0,144880,2,no,yes,175643,no
700,France,Male,50 - 59,9,136576,1,no,yes,3268,yes
400,France,Female,30 - 39,2,63093,1,yes,yes,47089,no
500,Germany,Male,30 - 39,10,132271,2,yes,yes,46562,no
600,France,Female,18 - 29,3,88814,2,yes,yes,62487,no
600,Germany,Male,40 - 49,5,90594,1,no,yes,181598,no
600,Germany,Female,30 - 39,0,141816,1,yes,no,64815,yes
400,France,Female,50 - 59,3,138547,1,yes,yes,70196,yes
700,France,Female,30 - 39,2,52192,2,no,yes,160383,no
400,France,Male,30 - 39,4,124976,1,yes,no,35848,no
600,France,Female,30 - 39,1,0,2,yes,no,87278,no
500,Germany,Male,30 - 39,3,104356,1,yes,no,94498,no
600,Spain,Female,40 - 49,10,150315,1,no,yes,133486,no
500,France,Male,30 - 39,1,129299,2,yes,no,73107,no
700,Germany,Male,30 - 39,7,140950,2,yes,no,195333,no
700,Spain,Male,30 - 39,1,128065,1,yes,no,121525,no
700,France,Male,18 - 29,2,107433,1,yes,no,173843,no
600,France,Male,30 - 39,2,117468,1,yes,no,185227,no
600,France,Female,18 - 29,2,0,2,no,no,125244,no
500,France,Female,18 - 29,4,0,3,yes,no,163113,no
500,France,Male,40 - 49,1,0,1,no,no,123006,no
600,France,Male,40 - 49,9,0,2,yes,no,40463,no
500,France,Female,18 - 29,4,153040,1,yes,yes,131363,yes
600,Germany,Male,40 - 49,6,142084,4,yes,no,188305,yes
500,France,Female,30 - 39,5,0,2,yes,no,143994,no
700,France,Male,30 - 39,4,112079,1,no,no,89368,no
500,Spain,Male,60 - 69,7,132044,2,yes,yes,158365,no
700,Spain,Female,40 - 49,9,66582,1,yes,no,78753,yes
600,France,Female,30 - 39,6,0,2,yes,yes,100408,no
400,France,Female,30 - 39,6,0,1,yes,yes,24677,no
700,France,Male,30 - 39,4,0,2,yes,yes,39570,no
600,France,Female,30 - 39,6,102895,1,no,no,155665,no
600,Spain,Male,40 - 49,2,0,1,yes,yes,168294,no
700,Germany,Male,18 - 29,7,117578,2,no,yes,87908,no
600,France,Male,40 - 49,10,198546,2,yes,no,191198,yes
600,Spain,Female,30 - 39,2,0,2,no,no,191207,no
600,France,Female,30 - 39,1,0,1,yes,no,128954,no
600,Germany,Male,18 - 29,2,116623,1,no,yes,59905,no
600,Spain,Male,40 - 49,8,0,2,yes,no,162012,no
600,France,Male,30 - 39,6,0,2,no,yes,19231,no
500,Spain,Male,50 - 59,10,0,1,yes,yes,175749,no
500,France,Female,40 - 49,3,105770,3,yes,no,60533,yes
700,France,Female,40 - 49,9,0,1,yes,no,137508,yes
700,France,Female,30 - 39,1,94435,2,no,yes,189430,no
700,Germany,Female,30 - 39,8,112889,1,no,yes,6723,no
500,France,Female,50 - 59,7,0,2,yes,no,41371,yes
500,Germany,Female,40 - 49,3,127940,1,no,no,125140,yes
500,Germany,Female,30 - 39,8,129745,1,yes,yes,143683,no
600,France,Male,30 - 39,3,0,2,yes,yes,170770,no
800,France,Female,30 - 39,5,0,2,no,yes,157397,no
600,Germany,Female,40 - 49,7,141535,1,yes,no,50595,yes
500,France,Female,40 - 49,2,139914,1,yes,yes,50390,no
500,France,Male,40 - 49,4,120243,1,yes,no,163150,yes
700,France,Male,30 - 39,9,91835,1,no,no,138280,no
500,Spain,Male,30 - 39,2,0,2,no,no,135067,no
500,Spain,Female,18 - 29,9,67178,1,yes,yes,163534,yes
700,Spain,Female,30 - 39,8,0,2,no,no,86657,no
800,Spain,Male,30 - 39,7,115378,1,no,yes,162087,no
700,Germany,Male,30 - 39,4,127786,2,yes,yes,28879,no
800,France,Female,40 - 49,6,0,2,yes,yes,169203,yes
600,France,Female,30 - 39,0,64900,2,yes,no,102426,no
500,Germany,Male,50 - 59,0,109172,1,yes,no,54676,yes
600,France,Female,50 - 59,7,0,2,yes,yes,18369,no
600,Germany,Male,40 - 49,4,114091,1,no,yes,159888,no
700,France,Female,40 - 49,3,0,2,no,yes,167636,no
500,France,Male,30 - 39,9,0,2,yes,no,138889,no
600,France,Female,40 - 49,7,145933,1,yes,yes,199392,no
400,Germany,Female,30 - 39,7,131504,1,yes,no,189560,no
700,Germany,Female,40 - 49,8,107926,1,no,yes,17375,yes
800,Germany,Female,50 - 59,8,112281,3,yes,no,140225,yes
700,France,Male,40 - 49,7,0,2,no,yes,61018,no
500,Spain,Male,18 - 29,10,0,1,yes,yes,51907,yes
500,Spain,Female,30 - 39,7,0,1,yes,no,47018,no
800,France,Male,30 - 39,0,124781,1,no,yes,33700,no
700,France,Female,30 - 39,9,132865,1,yes,yes,59636,yes
700,Germany,Female,30 - 39,4,129055,1,yes,no,157147,no
600,Germany,Male,70 - 79,6,96166,1,yes,yes,191393,no
500,France,Female,40 - 49,3,165298,1,no,yes,199862,no
700,Spain,Female,30 - 39,7,0,2,yes,no,20016,no
500,France,Male,40 - 49,6,120682,1,yes,no,30635,yes
700,Spain,Male,30 - 39,5,102773,2,no,yes,117832,no
500,Germany,Male,40 - 49,0,144386,1,yes,yes,22497,yes
800,Germany,Female,40 - 49,7,104449,1,yes,yes,747,no
500,Spain,Male,30 - 39,6,137102,1,no,no,76870,no
700,France,Female,30 - 39,9,142475,1,yes,yes,107848,no
500,France,Female,40 - 49,9,0,1,yes,no,103726,no
700,Spain,Male,30 - 39,2,103195,2,yes,no,178268,no
500,France,Male,18 - 29,1,112070,1,no,yes,126281,no
500,France,Female,18 - 29,7,0,2,no,yes,196651,no
